"Time (EpMin)","x (km)","y (km)","z (km)","x (km/sec)","y (km/sec)","z (km/sec)"
338.00000,1673.795078,13491.493344,3159.512456,-10.596269,1.054395,-6.192561
339.00000,1035.296805,13528.698223,2780.531496,-10.679227,0.185318,-6.436993
340.00000,393.212618,13513.713263,2387.477794,-10.715756,-0.684679,-6.661466
341.00000,-249.667063,13446.589076,1981.583585,-10.705744,-1.552070,-6.864848
342.00000,-890.552108,13327.587317,1564.145574,-10.649291,-2.413345,-7.046076
343.00000,-1526.663880,13157.179840,1136.523397,-10.546702,-3.265015,-7.204162
344.00000,-2155.248575,12936.046550,700.133225,-10.398490,-4.103635,-7.338196
345.00000,-2773.589315,12665.072538,256.443349,-10.205374,-4.925813,-7.447351
346.00000,-3379.018303,12345.344308,-193.030953,-9.968272,-5.728228,-7.530889
347.00000,-3968.928747,11978.145152,-646.732807,-9.688296,-6.507645,-7.588162
348.00000,-4540.786439,11564.949691,-1103.069365,-9.366753,-7.260924,-7.618620
349.00000,-5092.141039,11107.417600,-1560.417630,-9.005130,-7.985038,-7.621809
350.00000,-5620.636937,10607.386560,-2017.130473,-8.605096,-8.677083,-7.597379
351.00000,-6124.023663,10066.864467,-2471.542812,-8.168487,-9.334292,-7.545084
352.00000,-6600.165795,9488.020931,-2921.977931,-7.697298,-9.954042,-7.464781
353.00000,-7047.052538,8873.177736,-3366.754228,-7.193679,-10.533873,-7.356440
354.00000,-7462.805732,8224.800497,-3804.190444,-6.659920,-11.071490,-7.220137
355.00000,-7845.689357,7545.485749,-4232.614495,-6.098442,-11.564776,-7.056060
356.00000,-8194.115578,6837.952975,-4650.367684,-5.511784,-12.011799,-6.864506
357.00000,-8506.652958,6105.030118,-5055.813582,-4.902594,-12.410825,-6.645883
358.00000,-8782.031163,5349.645106,-5447.342531,-4.273616,-12.760315,-6.400712
359.00000,-9019.147710,4574.809989,-5823.380283,-3.627676,-13.058942,-6.129619
360.00000,-9217.071178,3783.612229,-6182.392649,-2.967671,-13.305585,-5.833342
361.00000,-9375.046287,2979.197932,-6522.893625,-2.296551,-13.499344,-5.512722
362.00000,-9492.495706,2164.762740,-6843.450290,-1.617314,-13.639534,-5.168710
363.00000,-9569.023273,1343.534779,-7142.690168,-0.932985,-13.725695,-4.802351
364.00000,-9604.414445,518.764955,-7419.306341,-0.246603,-13.757586,-4.414797
365.00000,-9598.637513,-306.289435,-7672.063923,0.438788,-13.735193,-4.007289
366.00000,-9551.842978,-1128.376849,-7899.805328,1.120158,-13.658721,-3.581162
367.00000,-9464.362274,-1944.263497,-8101.455700,1.794502,-13.528600,-3.137840
368.00000,-9336.706213,-2750.749172,-8276.028096,2.458855,-13.345477,-2.678827
369.00000,-9169.561965,-3544.678568,-8422.628215,3.110302,-13.110215,-2.205707
370.00000,-8963.789595,-4322.954546,-8540.458918,3.745995,-12.823889,-1.720133
371.00000,-8720.417746,-5082.550712,-8628.824381,4.363167,-12.487781,-1.223827
372.00000,-8440.638587,-5820.523645,-8687.133892,4.959136,-12.103375,-0.718570
373.00000,-8125.802007,-6534.024796,-8714.905262,5.531326,-11.672348,-0.206197
374.00000,-7777.409138,-7220.311935,-8711.767841,6.077276,-11.196566,0.311409
375.00000,-7397.105232,-7876.759777,-8677.465288,6.594645,-10.678072,0.832328
376.00000,-6986.671733,-8500.871946,-8611.857041,7.081232,-10.119081,1.354605
377.00000,-6548.018119,-9090.288373,-8514.921221,7.534978,-9.521968,1.876263
378.00000,-6083.172651,-9642.797382,-8386.754473,7.953979,-8.889258,2.395306
379.00000,-5594.273263,-10156.341793,-8227.574252,8.336490,-8.223618,2.909730
380.00000,-5083.557184,-10629.029577,-8037.717368,8.680940,-7.527840,3.417531
381.00000,-4553.351079,-11059.138525,-7817.641760,8.985930,-6.804835,3.916712
382.00000,-4006.059681,-11445.125540,-7567.923559,9.250246,-6.057615,4.405292
383.00000,-3444.155430,-11785.629825,-7289.258310,9.472860,-5.289287,4.881315
384.00000,-2870.166269,-12079.480539,-6982.456632,9.652936,-4.503031,5.342857
385.00000,-2286.664967,-12325.698579,-6648.444776,9.789833,-3.702095,5.788036
386.00000,-1696.256366,-12523.502323,-6288.259017,9.883106,-2.889775,6.215019
387.00000,-1101.566516,-12672.308110,-5903.045418,9.932512,-2.069404,6.622031
388.00000,-505.229643,-12771.733875,-5494.053154,9.938003,-1.244337,7.007360
389.00000,90.122720,-12821.598370,-5062.633334,9.899735,-0.417936,7.369370
390.00000,681.874759,-12821.922603,-4610.231497,9.818059,0.406443,7.706504
391.00000,1267.437263,-12772.927906,-4138.385053,9.693522,1.225467,8.017292
392.00000,1844.259641,-12675.034757,-3648.716859,9.526867,2.035836,8.300360
393.00000,2409.841974,-12528.860430,-3142.928014,9.319021,2.834301,8.554432
394.00000,2961.745170,-12335.215046,-2622.794194,9.071100,3.617676,8.778341
395.00000,3497.602517,-12095.097771,-2090.157396,8.784396,4.382851,8.971031
396.00000,4015.130069,-11809.691706,-1546.919481,8.460373,5.126807,9.131563
397.00000,4512.136722,-11480.358107,-995.035008,8.100661,5.846627,9.259120
398.00000,4986.533911,-11108.629863,-436.503815,7.707045,6.539509,9.353011
399.00000,5436.344698,-10696.204248,126.636636,7.281459,7.202777,9.412673
400.00000,5859.712405,-10244.935004,692.319095,6.825976,7.833893,9.437677
401.00000,6254.908622,-9756.823776,1258.454525,6.342796,8.430467,9.427726
402.00000,6620.340580,-9234.010944,1822.940231,5.834239,8.990265,9.382663
403.00000,6954.558108,-8678.765684,2383.668506,5.302728,9.511222,9.302464
404.00000,7256.258782,-8093.476611,2938.533167,4.750784,9.991444,9.187246
405.00000,7524.294819,-7480.639553,3485.440858,4.181009,10.429221,9.037265
406.00000,7757.675906,-6842.848313,4022.316028,3.596077,10.823032,8.852912
407.00000,7955.574777,-6182.781149,4547.112345,2.998717,11.171546,8.634716
408.00000,8117.328501,-5503.191397,5057.817663,2.391706,11.473633,8.383342
409.00000,8242.442578,-4806.892766,5552.465286,1.777850,11.728364,8.099587
410.00000,8330.590610,-4096.750129,6029.138703,1.159973,11.935014,7.784378
411.00000,8381.616772,-3375.664008,6485.982318,0.540906,12.093066,7.438768
412.00000,8395.534005,-2646.561487,6921.206168,-0.076529,12.202207,7.063935
413.00000,8372.524710,-1912.380436,7333.095700,-0.689534,12.262334,6.661176
414.00000,8312.937623,-1176.060405,7720.016585,-1.295341,12.273549,6.231901
415.00000,8217.286624,-440.527196,8080.423262,-1.891234,12.236158,5.777629
416.00000,8086.246458,291.316425,8412.863830,-2.474552,12.150667,5.299984
417.00000,7920.649592,1016.605015,8715.987166,-3.042711,12.017782,4.800685
418.00000,7721.481100,1732.520895,8988.548004,-3.593206,11.838400,4.281546
419.00000,7489.873423,2436.305890,9229.412350,-4.123631,11.613606,3.744461
420.00000,7227.100331,3125.272405,9437.562330,-4.631683,11.344668,3.191404
421.00000,6934.570277,3796.814123,9612.100603,-5.115176,11.033026,2.624419
422.00000,6613.819132,4448.416260,9752.254316,-5.572051,10.680290,2.045609
423.00000,6266.502381,5077.665365,9857.378595,-6.000382,10.288228,1.457135
424.00000,5894.386780,5682.258585,9926.959543,-6.398387,9.858756,0.861202
425.00000,5499.341551,6260.012424,9960.616741,-6.764434,9.393935,0.260052
426.00000,5083.329108,6808.870505,9958.105308,-7.097049,8.895954,-0.344043
427.00000,4648.395511,7326.912676,9919.317092,-7.394921,8.367124,-0.948792
428.00000,4196.660342,7812.359213,9844.282105,-7.656909,7.809866,-1.551892
429.00000,3730.306545,8263.580237,9733.168226,-7.882045,7.226697,-2.151039
430.00000,3251.569878,8679.098076,9586.281940,-8.069538,6.620227,-2.743935
431.00000,2762.728139,9057.595515,9404.066530,-8.218776,5.993136,-3.328298
432.00000,2266.090464,9397.916499,9187.102183,-8.329330,5.348172,-3.901873
433.00000,1763.986122,9699.073142,8936.102622,-8.400955,4.688131,-4.462438
434.00000,1258.753881,9960.244889,8651.914577,-8.433585,4.015851,-5.007813
435.00000,752.730577,10180.784025,8335.512905,-8.427343,3.334195,-5.535874
436.00000,248.240727,10360.213494,7987.999388,-8.382527,2.646043,-6.044554
437.00000,-252.414900,10498.230683,7610.596466,-8.299618,1.954273,-6.531858
438.00000,-746.969218,10594.704072,7204.645282,-8.179271,1.261758,-6.995868
439.00000,-1233.200054,10649.675149,6771.598218,-8.022314,0.571344,-7.434753
440.00000,-1708.939490,10663.354062,6313.016086,-7.829740,-0.114155,-7.846773
441.00000,-2172.084594,10636.119554,5830.559724,-7.602707,-0.791973,-8.230292
442.00000,-2620.606188,10568.513943,5325.985928,-7.342527,-1.459399,-8.583781
443.00000,-3052.558259,10461.240143,4801.139919,-7.050659,-2.113793,-8.905825
444.00000,-3466.087155,10315.157804,4257.946990,-6.728705,-2.752597,-9.195130
445.00000,-3859.438906,10131.276817,3698.407470,-6.378399,-3.373340,-9.450531
446.00000,-4230.967542,9910.752504,3124.587405,-6.001601,-3.973654,-9.670989
447.00000,-4579.142085,9654.879043,2538.610915,-5.600283,-4.551281,-9.855608
448.00000,-4902.553152,9365.082569,1942.651911,-5.176522,-5.104082,-10.003625
449.00000,-5199.918925,9042.913760,1338.925584,-4.732491,-5.630046,-10.114427
450.00000,-5470.090495,8690.039916,729.679715,-4.270446,-6.127297,-10.187542
451.00000,-5712.056529,8308.236602,117.185835,-3.792713,-6.594102,-10.222649
452.00000,-5924.947296,7899.378871,-496.269720,-3.301683,-7.028880,-10.219577
453.00000,-6108.038172,7465.432071,-1108.395321,-2.799793,-7.430201,-10.178304
454.00000,-6260.751322,7008.442546,-1716.901102,-2.289518,-7.796798,-10.098960
455.00000,-6382.659187,6530.527571,-2319.511490,-1.773359,-8.127567,-9.981825
456.00000,-6473.483732,6033.865911,-2913.970155,-1.253830,-8.421572,-9.827329
457.00000,-6533.098827,5520.686839,-3498.053064,-0.733443,-8.678049,-9.636047
458.00000,-6561.527935,4993.260886,-4069.573161,-0.214703,-8.896405,-9.408701
459.00000,-6558.944592,4453.888584,-4626.392097,0.299913,-9.076220,-9.146154
460.00000,-6525.669760,3904.890647,-5166.426925,0.807959,-9.217249,-8.849409
461.00000,-6462.170227,3348.596672,-5687.659964,1.307041,-9.319419,-8.519601
462.00000,-6369.053800,2787.336636,-6188.143679,1.794820,-9.382829,-8.157996
463.00000,-6247.067578,2223.428159,-6666.012233,2.269029,-9.407746,-7.765983
464.00000,-6097.091299,1659.169198,-7119.484902,2.727480,-9.394603,-7.345069
465.00000,-5920.134109,1096.825488,-7546.876382,3.168079,-9.343997,-6.896874
466.00000,-5717.327116,538.623558,-7946.600425,3.588830,-9.256681,-6.423123
467.00000,-5489.918367,-13.260705,-8317.178143,3.987849,-9.133558,-5.925639
468.00000,-5239.265255,-556.709793,-8657.242482,4.363370,-8.975681,-5.406334
469.00000,-4966.827454,-1089.673761,-8965.543917,4.713755,-8.784239,-4.867208
470.00000,-4674.158541,-1610.177063,-9240.954440,5.037499,-8.560553,-4.310329
471.00000,-4362.898525,-2116.328153,-9482.472928,5.333242,-8.306070,-3.737836
472.00000,-4034.764649,-2606.325407,-9689.228103,5.599766,-8.022351,-3.151924
473.00000,-3691.542552,-3078.464122,-9860.481928,5.836009,-7.711065,-2.554838
474.00000,-3335.076890,-3531.142263,-9995.632193,6.041064,-7.373976,-1.948862
475.00000,-2967.262194,-3962.867570,-10094.215036,6.214186,-7.012940,-1.336312
476.00000,-2590.032511,-4372.259897,-10155.905876,6.354792,-6.629887,-0.719525
477.00000,-2205.352232,-4758.058582,-10180.521088,6.462466,-6.226819,-0.100852
478.00000,-1815.205527,-5119.123211,-10168.018031,6.536954,-5.805793,0.517354
479.00000,-1421.586943,-5454.440066,-10118.495301,6.578175,-5.368914,1.132744
480.00000,-1026.490852,-5763.121040,-10032.191956,6.586208,-4.918326,1.742985
481.00000,-631.902045,-6044.409463,-9909.486347,6.561300,-4.456198,2.345768
482.00000,-239.785456,-6297.677237,-9750.894646,6.503860,-3.984714,2.938813
483.00000,147.923127,-6522.429838,-9557.068164,6.414456,-3.506067,3.519888
484.00000,529.326814,-6718.301894,-9328.791301,6.293813,-3.022442,4.086804
485.00000,902.576643,-6885.061155,-9066.977341,6.142806,-2.536014,4.637437
486.00000,1265.880586,-7022.602810,-8772.665870,5.962456,-2.048929,5.169725
487.00000,1617.512166,-7130.952216,-8447.017125,5.753924,-1.563303,5.681684
488.00000,1955.818541,-7210.258246,-8091.308895,5.518507,-1.081207,6.171410
489.00000,2279.228538,-7260.794627,-7706.929553,5.257624,-0.604661,6.637090
490.00000,2586.259684,-7282.952602,-7295.374417,4.972817,-0.135625,7.077006
491.00000,2875.525479,-7277.240773,-6858.237672,4.665735,0.324010,7.489547
492.00000,3145.741274,-7244.277326,-6397.208113,4.338131,0.772431,7.873208
493.00000,3395.730614,-7184.788341,-5914.060240,3.991847,1.207905,8.226601
494.00000,3624.429997,-7099.600059,-5410.649035,3.628810,1.628793,8.548459
495.00000,3830.893670,-6989.634359,-4888.901855,3.251019,2.033549,8.837640
496.00000,4014.298078,-6855.903687,-4350.809634,2.860534,2.420732,9.093133
497.00000,4173.944593,-6699.502840,-3798.420999,2.459468,2.789009,9.314060
498.00000,4309.262716,-6521.603649,-3233.832782,2.049972,3.137156,9.499682
499.00000,4419.812085,-6323.447794,-2659.182024,1.634230,3.464070,9.649397
500.00000,4505.283934,-6106.339702,-2076.637500,1.214443,3.768763,9.762749
501.00000,4565.501862,-5871.639255,-1488.391130,0.792818,4.050373,9.839423
502.00000,4600.421970,-5620.754341,-896.649314,0.371561,4.308163,9.879251
503.00000,4610.132512,-5355.133432,-303.623701,-0.047137,4.541522,9.882208
504.00000,4594.851830,-5076.257298,288.475424,-0.461114,4.749967,9.848415
505.00000,4554.928059,-4785.632395,877.451613,-0.868239,4.933144,9.778139
506.00000,4490.834814,-4484.782045,1461.126527,-1.266432,5.090827,9.671786
507.00000,4403.169434,-4175.239510,2037.351736,-1.653668,5.222917,9.529905
508.00000,4292.648613,-3858.540042,2604.015550,-2.027991,5.329441,9.353183
509.00000,4160.104164,-3536.213438,3159.051491,-2.387520,5.410552,9.142440
510.00000,4006.478134,-3209.776661,3700.446257,-2.730460,5.466524,8.898627
511.00000,3832.817344,-2880.726638,4226.247426,-3.055114,5.497750,8.622823
512.00000,3640.267433,-2550.533264,4734.570897,-3.359884,5.504736,8.316227
513.00000,3430.066412,-2220.632641,5223.608011,-3.643287,5.488101,7.980155
514.00000,3203.537634,-1892.420713,5691.632051,-3.903958,5.448570,7.616031
515.00000,2962.083193,-1567.246488,6137.006064,-4.140655,5.386968,7.225384
516.00000,2707.174722,-1246.407457,6558.185876,-4.352269,5.304213,6.809840
517.00000,2440.347086,-931.142639,6953.729050,-4.537829,5.201314,6.371112
518.00000,2163.189179,-622.628135,7322.298298,-4.696503,5.079361,5.910997
519.00000,1877.334919,-321.973116,7662.665433,-4.827605,4.939516,5.431365
520.00000,1584.455488,-30.214270,7973.717414,-4.930597,4.783011,4.934152
521.00000,1286.249656,251.687141,8254.458791,-5.005092,4.611137,4.421350
522.00000,984.434879,522.848810,8504.015200,-5.050856,4.425233,3.895001
523.00000,680.738003,782.469929,8721.635814,-5.067806,4.226685,3.357187
524.00000,376.886624,1029.834682,8906.696373,-5.056014,4.016911,2.810020
525.00000,74.598936,1264.312013,9058.699250,-5.015704,3.797358,2.255638
526.00000,-224.424238,1485.359443,9177.276277,-4.947250,3.569487,1.696189
527.00000,-518.509575,1692.521109,9262.187619,-4.851175,3.334770,1.133827
528.00000,-806.018887,1885.431219,9313.323492,-4.728148,3.094681,0.570703
529.00000,-1085.358968,2063.810247,9330.702022,-4.578980,2.850683,0.008956
530.00000,-1354.988707,2227.468213,9314.469845,-4.404617,2.604226,-0.549296
531.00000,-1613.428399,2376.299127,9264.899147,-4.206138,2.356734,-1.101965
532.00000,-1859.266254,2510.283990,9182.386989,-3.984747,2.109601,-1.646999
533.00000,-2091.166916,2629.483707,9067.451748,-3.741769,1.864179,-2.182390
534.00000,-2307.877296,2734.041684,8920.731068,-3.478639,1.621775,-2.706185
535.00000,-2508.234067,2824.175496,8742.977887,-3.196896,1.383643,-3.216487
536.00000,-2691.168753,2900.178941,8535.056989,-2.898177,1.150978,-3.711470
537.00000,-2855.713996,2962.412787,8297.940742,-2.584201,0.924907,-4.189376
538.00000,-3001.007836,3011.306171,8032.704301,-2.256770,0.706488,-4.648532
539.00000,-3126.298605,3047.346724,7740.521152,-1.917751,0.496702,-5.087345
540.00000,-3230.948314,3071.081253,7422.657057,-1.569070,0.296451,-5.504318
541.00000,-3314.436086,3083.105581,7080.465454,-1.212699,0.106551,-5.898045
542.00000,-3376.360561,3084.064394,6715.380312,-0.850648,-0.072269,-6.267226
543.00000,-3416.441826,3074.641146,6328.911387,-0.484955,-0.239369,-6.610662
544.00000,-3434.522780,3055.557051,5922.636203,-0.117672,-0.394204,-6.927265
545.00000,-3430.569545,3027.561319,5498.195123,0.249145,-0.536320,-7.216059
546.00000,-3404.671722,2991.429276,5057.282732,0.613445,-0.665361,-7.476181
547.00000,-3357.041355,2947.953252,4601.642638,0.973192,-0.781064,-7.706890
548.00000,-3288.011990,2897.939773,4133.058585,1.326382,-0.883264,-7.907563
549.00000,-3198.036357,2842.201580,3653.348685,1.671044,-0.971889,-8.077696
550.00000,-3087.683993,2781.553208,3164.357271,2.005259,-1.046962,-8.216911
551.00000,-2957.637980,2716.805094,2667.947721,2.327166,-1.108596,-8.324952
552.00000,-2808.691162,2648.758121,2165.995058,2.634971,-1.156996,-8.401686
553.00000,-2641.741798,2578.198310,1660.378558,2.926957,-1.192454,-8.447103
554.00000,-2457.788793,2505.891927,1152.974004,3.201496,-1.215344,-8.461315
555.00000,-2257.925868,2432.579769,645.647466,3.457053,-1.226123,-8.444554
556.00000,-2043.336076,2358.973283,140.246980,3.692196,-1.225322,-8.397171
557.00000,-1815.285192,2285.749671,-361.403957,3.905603,-1.213545,-8.319634
558.00000,-1575.114910,2213.547731,-857.513305,4.096066,-1.191461,-8.212521
559.00000,-1324.235569,2142.963939,-1346.327078,4.262500,-1.159801,-8.076524
560.00000,-1064.118554,2074.548889,-1826.135754,4.403946,-1.119355,-7.912440
561.00000,-796.288373,2008.804115,-2295.280560,4.519578,-1.070963,-7.721168
562.00000,-522.314547,1946.179271,-2752.159586,4.608714,-1.015513,-7.503708
563.00000,-243.803244,1887.069623,-3195.233638,4.670812,-0.953935,-7.261153
564.00000,37.611438,1831.813885,-3623.031427,4.705479,-0.887188,-6.994683
565.00000,320.275464,1780.692400,-4034.156236,4.712466,-0.816261,-6.705560
566.00000,602.525200,1733.925750,-4427.287487,4.691673,-0.742162,-6.395123
567.00000,882.694774,1691.673673,-4801.188505,4.643152,-0.665910,-6.064780
568.00000,1159.125887,1654.034502,-5154.708536,4.567099,-0.588535,-5.716001
569.00000,1430.176544,1621.044948,-5486.786798,4.463860,-0.511062,-5.350312
570.00000,1694.229858,1592.680313,-5796.455637,4.333929,-0.434512,-4.969290
571.00000,1949.703029,1568.855296,-6082.842859,4.177942,-0.359890,-4.574552
572.00000,2195.055066,1549.424293,-6345.175606,3.996677,-0.288182,-4.167750
573.00000,2428.796593,1534.184110,-6582.779432,3.791050,-0.220348,-3.750564
574.00000,2649.496326,1522.874160,-6795.082873,3.562109,-0.157311,-3.324692
575.00000,2855.790602,1515.180571,-6981.615227,3.311030,-0.099957,-2.891847
576.00000,3046.389081,1510.736497,-7142.010364,3.039113,-0.049125,-2.453745
577.00000,3220.083796,1509.127720,-7276.003380,2.747771,-0.005600,-2.012100
578.00000,3375.753905,1509.892879,-7383.433719,2.438529,0.029886,-1.568615
579.00000,3512.374026,1512.530519,-7464.240900,2.113008,0.056669,-1.124980
580.00000,3629.018105,1516.499487,-7518.466546,1.772927,0.074149,-0.682858
581.00000,3724.866198,1521.225847,-7546.250414,1.420086,0.081799,-0.243882
582.00000,3799.208566,1526.106082,-7547.829464,1.056363,0.079171,0.190349
583.00000,3851.450066,1530.512057,-7523.535257,0.683698,0.065893,0.618281
584.00000,3881.113767,1533.795914,-7473.791224,0.304090,0.041681,1.038408
585.00000,3887.844003,1535.295167,-7399.109583,-0.080419,0.006332,1.449278
586.00000,3871.408773,1534.337923,-7300.087946,-0.467751,-0.040263,1.849497
587.00000,3831.701541,1530.248251,-7177.405626,-0.855804,-0.098128,2.237736
588.00000,3768.742340,1522.351584,-7031.819664,-1.242461,-0.167193,2.612735
589.00000,3682.678263,1509.980229,-6864.160610,-1.625606,-0.247298,2.973305
590.00000,3573.783202,1492.478477,-6675.328093,-2.003130,-0.338192,3.318333
591.00000,3442.457282,1469.209841,-6466.286079,-2.372943,-0.439531,3.646785
592.00000,3289.224744,1439.558635,-6238.058189,-2.732987,-0.550883,3.957711
593.00000,3114.732516,1402.940410,-5991.722631,-3.081245,-0.671729,4.250242
594.00000,2919.746725,1358.801842,-5728.406939,-3.415753,-0.801465,4.523599
595.00000,2705.149761,1306.630824,-5449.283137,-3.734610,-0.939402,4.777086
596.00000,2471.935824,1245.956487,-5155.561813,-4.035986,-1.084777,5.010100
597.00000,2221.206498,1176.358267,-4848.487548,-4.318138,-1.236750,5.222127
598.00000,1954.165368,1097.466128,-4529.332568,-4.579410,-1.394410,5.412743
599.00000,1672.112260,1008.967941,-4199.392214,-4.818252,-1.556785,5.581614
600.00000,1376.436870,910.611753,-3859.979224,-5.033221,-1.722841,5.728496
601.00000,1068.612073,802.207923,-3512.417655,-5.222992,-1.891492,5.853235
602.00000,750.186472,683.634679,-3158.038736,-5.386366,-2.061606,5.955764
603.00000,422.776815,554.838989,-2798.174823,-5.522277,-2.232008,6.036104
604.00000,88.059963,415.838857,-2434.154145,-5.629794,-2.401493,6.094362
605.00000,-252.235663,266.725874,-2067.296259,-5.708136,-2.568829,6.130728
606.00000,-596.338608,107.665646,-1698.906424,-5.756669,-2.732765,6.145471
607.00000,-942.443388,-61.100884,-1330.271024,-5.774907,-2.892043,6.138940
608.00000,-1288.719768,-239.256722,-962.653195,-5.762509,-3.045403,6.111557
609.00000,-1633.322355,-426.408382,-597.289099,-5.719273,-3.191591,6.063815
610.00000,-1974.400176,-622.086593,-235.383863,-5.645168,-3.329361,5.996279
611.00000,-2310.106039,-825.747950,121.893056,-5.540338,-3.457484,5.909584
612.00000,-2638.605944,-1036.776646,473.412123,-5.405088,-3.574760,5.804424
613.00000,-2958.088611,-1254.486238,818.087190,-5.239881,-3.680026,5.681552
614.00000,-3266.774706,-1478.122206,1154.879466,-5.045332,-3.772160,5.541774
615.00000,-3562.926466,-1706.864270,1482.799743,-4.822212,-3.850095,5.385944
616.00000,-3844.856702,-1939.829772,1800.911549,-4.571440,-3.912819,5.214964
617.00000,-4110.937767,-2176.077276,2108.333676,-4.294082,-3.959383,5.029773
618.00000,-4359.610189,-2414.610585,2404.242453,-3.991344,-3.988909,4.831348
619.00000,-4589.391022,-2654.383132,2687.873718,-3.664572,-4.000597,4.620695
620.00000,-4798.882074,-2894.302722,2958.524051,-3.315239,-3.993728,4.398846
621.00000,-4986.776680,-3133.236645,3215.554007,-2.944942,-3.967668,4.166854
622.00000,-5151.868332,-3370.017022,3458.385976,-2.555395,-3.921878,3.925789
623.00000,-5293.055730,-3603.446365,3686.508688,-2.148417,-3.855916,3.676729
624.00000,-5409.350711,-3832.303844,3899.473906,-1.725931,-3.769438,3.420759
625.00000,-5499.882123,-4055.350803,4096.900585,-1.289946,-3.662207,3.158965
626.00000,-5563.902904,-4271.338016,4278.470590,-0.842554,-3.534091,2.892428
627.00000,-5600.792525,-4479.010957,4443.932617,-0.385915,-3.385067,2.622221
628.00000,-5610.063142,-4677.117992,4593.097077,0.077747,-3.215227,2.349401
629.00000,-5591.360590,-4864.415227,4725.839621,0.546162,-3.024773,2.075008
630.00000,-5544.469377,-5039.675544,4842.095404,1.017019,-2.814022,1.800060
631.00000,-5469.312439,-5201.693090,4941.861799,1.487980,-2.583405,1.525547
632.00000,-5365.954103,-5349.291967,5025.193597,1.956693,-2.333467,1.252429
633.00000,-5234.599928,-5481.332187,5092.202433,2.420799,-2.064866,0.981630
634.00000,-5075.596808,-5596.716605,5143.054335,2.877946,-1.778373,0.714037
635.00000,-4889.432193,-5694.397563,5177.967348,3.325803,-1.474867,0.450497
636.00000,-4676.732501,-5773.383143,5197.209172,3.762068,-1.155335,0.191812
637.00000,-4438.261592,-5832.744882,5201.093501,4.184479,-0.820870,-0.061263
638.00000,-4174.916574,-5871.620915,5189.979202,4.590829,-0.472664,-0.308022
639.00000,-3887.726079,-5889.226009,5164.264713,4.978976,-0.112005,-0.547807
640.00000,-3577.844310,-5884.852801,5124.387491,5.346849,0.259727,-0.780015
641.00000,-3246.547850,-5857.881518,5070.818653,5.692467,0.641064,-1.004093
642.00000,-2895.228784,-5807.780715,5004.061624,6.013941,1.030459,-1.219546
643.00000,-2525.389924,-5734.116025,4924.647343,6.309491,1.426290,-1.425929
644.00000,-2138.637112,-5636.550544,4833.132197,6.577448,1.826870,-1.622856
645.00000,-1736.672912,-5514.851872,4730.093868,6.816270,2.230448,-1.809993
646.00000,-1321.288549,-5368.894157,4616.128521,7.024546,2.635224,-1.987059
647.00000,-894.355566,-5198.659616,4491.847593,7.201003,3.039351,-2.153828
648.00000,-457.817721,-5004.243686,4357.874393,7.344517,3.440948,-2.310127
649.00000,-13.681659,-4785.855079,4214.841192,7.454116,3.838107,-2.455831
650.00000,435.992355,-4543.817590,4063.386167,7.528987,4.228902,-2.590866
651.00000,889.100110,-4278.570903,3904.150498,7.568479,4.611397,-2.715204
652.00000,1343.503403,-3990.670235,3737.775443,7.572112,4.983660,-2.828865
653.00000,1797.040132,-3680.787933,3564.900106,7.539573,5.343767,-2.931908
654.00000,2247.534752,-3349.710110,3386.158417,7.470725,5.689816,-3.024437
655.00000,2692.808671,-2998.336500,3202.177036,7.365604,6.019936,-3.106592
656.00000,3130.690823,-2627.678073,3013.573090,7.224425,6.332295,-3.178548
657.00000,3559.028229,-2238.854329,2820.952129,7.047574,6.625112,-3.240514
658.00000,3975.696547,-1833.090017,2624.906247,6.835616,6.896663,-3.292731
659.00000,4378.610533,-1411.711255,2426.012377,6.589287,7.145297,-3.335464
660.00000,4765.734374,-976.141083,2224.830743,6.309494,7.369437,-3.369006
661.00000,5135.091831,-527.894458,2021.903477,5.997312,7.567598,-3.393669
662.00000,5484.776136,-68.572716,1817.753409,5.653979,7.738387,-3.409786
663.00000,5812.959604,400.142477,1612.883014,5.280893,7.880518,-3.417703
664.00000,6117.902986,876.495454,1407.773744,4.879599,7.992817,-3.417783
665.00000,6397.964034,1358.664395,1202.884289,4.451793,8.074228,-3.410396
666.00000,6651.606661,1844.766895,998.652193,3.999303,8.123824,-3.395920
667.00000,6877.408147,2332.869731,795.491070,3.524091,8.140809,-3.374739
668.00000,7074.067123,2820.995801,593.791817,3.028236,8.124525,-3.347239
669.00000,7240.410366,3307.132866,393.922197,2.513929,8.074459,-3.313805
670.00000,7375.399169,3789.242266,196.226923,1.983462,7.990243,-3.274819
671.00000,7478.135066,4265.267863,1.027898,1.439217,7.871661,-3.230659
672.00000,7547.864933,4733.145189,-191.375423,0.883656,7.718652,-3.181695
673.00000,7583.985555,5190.810654,-380.705147,0.319307,7.531309,-3.128287
674.00000,7586.046709,5636.211276,-566.705849,-0.251244,7.309884,-3.070786
675.00000,7553.755289,6067.313571,-749.141120,-0.825368,7.054785,-3.009526
676.00000,7486.976223,6482.113556,-927.795918,-1.400404,6.766579,-2.944830
677.00000,7385.735455,6878.645834,-1102.472236,-1.973674,6.445990,-2.877000
678.00000,7250.219087,7254.993109,-1272.991688,-2.542490,6.093897,-2.806324
679.00000,7080.775153,7609.295491,-1439.190506,-3.104174,5.711330,-2.733067
