"Time (EpMin)","x (km)","y (km)","z (km)","x (km/sec)","y (km/sec)","z (km/sec)"
680.00000,6877.910988,7939.759258,-1600.922405,-3.656065,5.299472,-2.657477
681.00000,6642.293649,8244.666303,-1758.053126,-4.195535,4.859649,-2.579778
682.00000,6374.745622,8522.381888,-1910.463393,-4.719998,4.393329,-2.500173
683.00000,6076.243883,8771.364110,-2058.043251,-5.226926,3.902118,-2.418840
684.00000,5747.914009,8990.170471,-2200.694954,-5.713862,3.387749,-2.335935
685.00000,5391.027840,9177.467186,-2338.327356,-6.178424,2.852081,-2.251593
686.00000,5006.996204,9332.034468,-2470.858565,-6.618328,2.297088,-2.165920
687.00000,4597.365106,9452.775448,-2598.210629,-7.031389,1.724856,-2.079004
688.00000,4163.807257,9538.720140,-2720.311827,-7.415537,1.137569,-1.990905
689.00000,3708.116841,9589.033723,-2837.091864,-7.768827,0.537504,-1.901664
690.00000,3232.200002,9603.019205,-2948.483703,-8.089444,-0.072979,-1.811300
691.00000,2738.068257,9580.124763,-3054.419445,-8.375718,-0.691446,-1.719810
692.00000,2227.828171,9519.945236,-3154.831646,-8.626130,-1.315401,-1.627173
693.00000,1703.673314,9422.227876,-3249.650192,-8.839318,-1.942292,-1.533349
694.00000,1167.874036,9286.874356,-3338.802159,-9.014085,-2.569528,-1.438282
695.00000,622.766889,9113.941732,-3422.211491,-9.149408,-3.194483,-1.341902
696.00000,70.745131,8903.646350,-3499.796812,-9.244437,-3.814513,-1.244126
697.00000,-485.752688,8656.363189,-3571.471673,-9.298506,-4.426964,-1.144860
698.00000,-1044.253582,8372.626448,-3637.143744,-9.311136,-5.029185,-1.044002
699.00000,-1602.261349,8053.129054,-3696.714397,-9.282034,-5.618538,-0.941447
700.00000,-2157.267952,7698.721486,-3750.078433,-9.211099,-6.192411,-0.837082
701.00000,-2706.765005,7310.409875,-3797.123956,-9.098420,-6.748230,-0.730797
702.00000,-3248.255395,6889.352928,-3837.732448,-8.944280,-7.283470,-0.622482
703.00000,-3779.264456,6436.860618,-3871.778796,-8.749154,-7.795666,-0.512033
704.00000,-4297.352072,5954.386672,-3899.131917,-8.513707,-8.282424,-0.399352
705.00000,-4800.123355,5443.528250,-3919.655110,-8.238792,-8.741435,-0.284352
706.00000,-5285.240503,4906.015843,-3933.206667,-7.925445,-9.170484,-0.166957
707.00000,-5750.433222,4343.712213,-3939.640983,-7.574888,-9.567459,-0.047107
708.00000,-6193.509861,3758.601972,-3938.809251,-7.188516,-9.930366,0.075239
709.00000,-6612.367646,3152.786127,-3930.560739,-6.767893,-10.257333,0.200106
710.00000,-7005.002759,2528.473917,-3914.744029,-6.314752,-10.546625,0.327492
711.00000,-7369.519967,1887.974445,-3891.208408,-5.830978,-10.796652,0.457374
712.00000,-7704.141814,1233.688072,-3859.805519,-5.318608,-11.005973,0.589704
713.00000,-8007.217168,568.095537,-3820.390264,-4.779818,-11.173309,0.724403
714.00000,-8277.229575,-106.248684,-3772.824036,-4.216913,-11.297549,0.861367
715.00000,-8512.804421,-786.730685,-3716.974470,-3.632321,-11.377756,1.000457
716.00000,-8712.716220,-1470.684037,-3652.719324,-3.028576,-11.413173,1.141507
717.00000,-8875.894485,-2155.403540,-3579.946693,-2.408314,-11.403227,1.284318
718.00000,-9001.429441,-2838.154961,-3498.557855,-1.774254,-11.347535,1.428656
719.00000,-9088.576803,-3516.186857,-3408.468989,-1.129191,-11.245906,1.574259
720.00000,-9136.761803,-4186.742221,-3309.613117,-0.475979,-11.098346,1.720828
721.00000,-9145.582497,-4847.070235,-3201.942041,0.182478,-10.905056,1.868037
722.00000,-9114.812227,-5494.438109,-3085.428239,0.843241,-10.666433,2.015523
723.00000,-9044.401340,-6126.142914,-2960.066728,1.503351,-10.383076,2.162896
724.00000,-8934.478030,-6739.523407,-2825.876863,2.159841,-10.055776,2.309736
725.00000,-8785.348409,-7331.971733,-2682.904065,2.809750,-9.685520,2.455595
726.00000,-8597.495880,-7900.944820,-2531.221894,3.450135,-9.273487,2.599996
727.00000,-8371.578899,-8443.976463,-2370.931860,4.078090,-8.821040,2.742442
728.00000,-8108.429693,-8958.687185,-2202.167836,4.690752,-8.329729,2.882408
729.00000,-7809.049728,-9442.796279,-2025.094027,5.285323,-7.801277,3.019351
730.00000,-7474.607053,-9894.131214,-1839.909445,5.859075,-7.237581,3.152711
731.00000,-7106.430037,-10310.638482,-1646.845485,6.409366,-6.640698,3.281909
732.00000,-6706.003401,-10690.392487,-1446.170427,6.933656,-6.012842,3.406356
733.00000,-6274.960278,-11031.605043,-1238.186360,7.429513,-5.356374,3.525451
734.00000,-5815.076945,-11332.633637,-1023.233588,7.894628,-4.673789,3.638586
735.00000,-5328.263413,-11591.989324,-801.687069,8.326825,-3.967711,3.745148
736.00000,-4816.556903,-11808.344237,-573.960495,8.724069,-3.240878,3.844523
737.00000,-4282.111208,-11980.537724,-340.502436,9.084483,-2.496134,3.936100
738.00000,-3727.188983,-12107.582946,-101.799856,9.406347,-1.736414,4.019272
739.00000,-3154.150078,-12188.671178,141.625843,9.688113,-0.964734,4.093439
740.00000,-2565.442778,-12223.177304,389.216076,9.928410,-0.184179,4.158017
741.00000,-1963.591382,-12210.662296,640.378967,10.126051,0.602115,4.212432
742.00000,-1351.186312,-12150.877200,894.487809,10.280040,1.390967,4.256131
743.00000,-730.872029,-12043.764848,1150.883326,10.389572,2.179169,4.288583
744.00000,-105.334653,-11889.460244,1408.876154,10.454045,2.963501,4.309280
745.00000,522.708852,-11688.292539,1667.746274,10.473054,3.740739,4.317745
746.00000,1150.523655,-11440.783665,1926.746267,10.446401,4.507674,4.313532
747.00000,1775.369079,-11147.647390,2185.102948,10.374090,5.261124,4.296228
748.00000,2394.510942,-10809.787307,2442.019549,10.256334,5.997945,4.265461
749.00000,3005.233812,-10428.294015,2696.678099,10.093546,6.715049,4.220897
750.00000,3604.853253,-10004.441504,2948.241980,9.886344,7.409415,4.162249
751.00000,4190.727906,-9539.682744,3195.858668,9.635546,8.078100,4.089276
752.00000,4760.271427,-9035.644513,3438.662637,9.342167,8.718256,4.001786
753.00000,5310.964298,-8494.121014,3675.778596,9.007414,9.327137,3.899641
754.00000,5840.364660,-7917.069047,3906.324021,8.632682,9.902116,3.782757
755.00000,6346.120385,-7306.597442,4129.413716,8.219546,10.440694,3.651106
756.00000,6825.978649,-6664.962789,4344.162058,7.769757,10.940510,3.504723
757.00000,7277.797224,-5994.556807,4549.687694,7.285232,11.399355,3.343701
758.00000,7699.553218,-5297.901351,4745.116347,6.768047,11.815177,3.168195
759.00000,8089.353310,-4577.633926,4929.585371,6.220427,12.186095,2.978427
760.00000,8445.441484,-3836.502145,5102.247116,5.644736,12.510403,2.774683
761.00000,8766.207930,-3077.347884,5262.273149,5.043467,12.786584,2.557314
762.00000,9050.195739,-2303.100857,5408.858214,4.419234,13.013309,2.326739
763.00000,9296.108225,-1516.762108,5541.224017,3.774753,13.189453,2.083443
764.00000,9502.814502,-721.396380,5658.623650,3.112839,13.314090,1.827979
765.00000,9669.355088,79.884429,5760.344981,2.436384,13.386509,1.560962
766.00000,9794.946227,883.930284,5845.715291,1.748353,13.406209,1.283077
767.00000,9878.983729,1687.568813,5914.104481,1.051765,13.372906,0.995069
768.00000,9921.045851,2487.616764,5964.929232,0.349680,13.286534,0.697749
769.00000,9920.895389,3280.893901,5997.656413,-0.354812,13.147248,0.391984
770.00000,9878.481077,4064.234833,6011.807305,-1.058606,12.955422,0.078702
771.00000,9793.937862,4834.504266,6006.959988,-1.758600,12.711651,-0.241116
772.00000,9667.586614,5588.608732,5982.753197,-2.451703,12.416746,-0.566435
773.00000,9499.932847,6323.509945,5938.889181,-3.134851,12.071733,-0.896173
774.00000,9291.664648,7036.237602,5875.136494,-3.805024,11.677852,-1.229203
775.00000,9043.649863,7723.901659,5791.332864,-4.459257,11.236549,-1.564356
776.00000,8756.932007,8383.705843,5687.386280,-5.094652,10.749470,-1.900430
777.00000,8432.726257,9012.957703,5563.278817,-5.708394,10.218460,-2.236189
778.00000,8072.413963,9609.081093,5419.067627,-6.297764,9.645550,-2.570371
779.00000,7677.536051,10169.628183,5254.884944,-6.860150,9.032953,-2.901692
780.00000,7249.787244,10692.287868,5070.942138,-7.393058,8.383052,-3.228854
781.00000,6791.007445,11174.897929,4867.527336,-7.894126,7.698392,-3.550547
782.00000,6303.174645,11615.452618,4645.008912,-8.361133,6.981670,-3.865456
783.00000,5788.394967,12012.113005,4403.832478,-8.792011,6.235722,-4.172268
784.00000,5248.894547,12363.213549,4144.523930,-9.184852,5.463514,-4.469677
785.00000,4687.008195,12667.270741,3867.685443,-9.537919,4.668124,-4.756390
786.00000,4105.170406,12922.988523,3573.998009,-9.849652,3.852738,-5.031131
787.00000,3505.902995,13129.264969,3264.216614,-10.118678,3.020625,-5.292652
788.00000,2891.805245,13285.196521,2939.172078,-10.343812,2.175136,-5.539732
789.00000,2265.540801,13390.082554,2599.765622,-10.524071,1.319676,-5.771188
790.00000,1629.827169,13443.428334,2246.969816,-10.658668,0.457703,-5.985880
791.00000,987.422106,13444.947419,1881.822764,-10.747025,-0.407298,-6.182715
792.00000,341.112453,13394.563162,1505.427705,-10.788770,-1.271825,-6.360651
793.00000,-306.298845,13292.409322,1118.948615,-10.783739,-2.132372,-6.518708
794.00000,-952.005938,13138.829305,723.605312,-10.731978,-2.985448,-6.655965
795.00000,-1593.211442,12934.375490,320.671972,-10.633744,-3.827591,-6.771571
796.00000,-2227.139776,12679.806717,-88.528714,-10.489500,-4.655381,-6.864749
797.00000,-2851.049378,12376.085350,-502.629600,-10.299916,-5.465456,-6.934795
798.00000,-3462.244940,12024.373376,-920.223804,-10.065864,-6.254526,-6.981089
799.00000,-4058.089458,11626.027661,-1339.869647,-9.788414,-7.019387,-7.003092
800.00000,-4636.015977,11182.594387,-1760.095812,-9.468831,-7.756935,-7.000355
801.00000,-5193.539018,10695.802673,-2179.406689,-9.108563,-8.464178,-6.972520
802.00000,-5728.265604,10167.557444,-2596.287889,-8.709244,-9.138251,-6.919319
803.00000,-6237.906000,9599.931292,-3009.212144,-8.272676,-9.776424,-6.840583
804.00000,-6720.283302,8995.156938,-3416.644188,-7.800829,-10.376115,-6.736240
805.00000,-7173.343998,8355.616097,-3817.048293,-7.295826,-10.934905,-6.606316
806.00000,-7595.165817,7683.832044,-4208.892364,-6.759937,-11.450540,-6.450937
807.00000,-7983.967403,6982.456382,-4590.655936,-6.195564,-11.920946,-6.270334
808.00000,-8338.114756,6254.261252,-4960.834333,-5.605238,-12.344238,-6.064835
809.00000,-8656.129685,5502.124349,-5317.946692,-4.991597,-12.718723,-5.834873
810.00000,-8936.694828,4729.020847,-5660.540280,-4.357383,-13.042910,-5.580983
811.00000,-9178.660593,3938.007116,-5987.198218,-3.705424,-13.315516,-5.303799
812.00000,-9381.048808,3132.212233,-6296.544081,-3.038623,-13.535471,-5.004057
813.00000,-9543.057933,2314.820975,-6587.249044,-2.359945,-13.701921,-4.682589
814.00000,-9664.065354,1489.064723,-6858.036793,-1.672403,-13.814231,-4.340325
815.00000,-9743.630718,658.204374,-7107.689926,-0.979044,-13.871992,-3.978289
816.00000,-9781.496875,-174.479557,-7335.055075,-0.282936,-13.875016,-3.597597
817.00000,-9777.591233,-1005.703237,-7539.048544,0.412846,-13.823340,-3.199451
818.00000,-9732.025503,-1832.191774,-7718.661324,1.105234,-13.717225,-2.785139
819.00000,-9645.094787,-2650.691582,-7872.964229,1.791180,-13.557157,-2.356030
820.00000,-9517.276154,-3457.985850,-8001.112402,2.467673,-13.343840,-1.913568
821.00000,-9349.225997,-4250.906262,-8102.349845,3.131748,-13.078197,-1.459269
822.00000,-9141.776799,-5026.346290,-8176.013517,3.780501,-12.761364,-0.994715
823.00000,-8895.933069,-5781.273867,-8221.537132,4.411104,-12.394687,-0.521547
824.00000,-8612.866506,-6512.743747,-8238.454611,5.020814,-11.979714,-0.041463
825.00000,-8293.910417,-7217.909494,-8226.403169,5.606989,-11.518188,0.443793
826.00000,-7940.553472,-7894.034653,-8185.126236,6.167096,-11.012044,0.932432
827.00000,-7554.432539,-8538.505417,-8114.474900,6.698725,-10.463395,1.422634
828.00000,-7137.325328,-9148.838571,-8014.411245,7.199599,-9.874529,1.912548
829.00000,-6691.141776,-9722.694274,-7885.008170,7.667584,-9.247893,2.400305
830.00000,-6217.915587,-10257.883002,-7726.452056,8.100696,-8.586088,2.884022
831.00000,-5719.794363,-10752.376786,-7539.041435,8.497116,-7.891855,3.361812
832.00000,-5199.030272,-11204.314810,-7323.189190,8.855189,-7.168065,3.831788
833.00000,-4657.969004,-11612.013335,-7079.419783,9.173441,-6.417706,4.292076
834.00000,-4099.039825,-11973.969844,-6808.370956,9.450578,-5.643870,4.740822
835.00000,-3524.743515,-12288.871337,-6510.789598,9.685494,-4.849740,5.176194
836.00000,-2937.641964,-12555.597106,-6187.532824,9.877276,-4.038576,5.596400
837.00000,-2340.345396,-12773.225098,-5839.562617,10.025209,-3.213705,5.999688
838.00000,-1735.501611,-12941.033398,-5467.946140,10.128775,-2.378499,6.384356
839.00000,-1125.782785,-13058.504461,-5073.849361,10.187660,-1.536368,6.748761
840.00000,-513.874532,-13125.325315,-4658.536425,10.201751,-0.690742,7.091326
841.00000,97.537454,-13141.389580,-4223.362506,10.171139,0.154944,7.410546
842.00000,705.778498,-13106.796431,-3769.771787,10.096115,0.997263,7.704995
843.00000,1308.197402,-13021.850091,-3299.291475,9.977171,1.832811,7.973336
844.00000,1902.178987,-12887.058069,-2813.525033,9.814996,2.658226,8.214321
845.00000,2485.154698,-12703.128049,-2314.149075,9.610474,3.470195,8.426804
846.00000,3054.614850,-12470.964598,-1802.905536,9.364676,4.265471,8.609741
847.00000,3608.119612,-12191.664667,-1281.595712,9.078858,5.040890,8.762198
848.00000,4143.309901,-11866.512368,-752.073573,8.754455,5.793381,8.883354
849.00000,4657.917762,-11496.972940,-216.238817,8.393068,6.519979,8.972506
850.00000,5149.776411,-11084.685974,323.970318,7.996465,7.217839,9.029073
851.00000,5616.829704,-10631.457893,866.584431,7.566565,7.884247,9.052598
852.00000,6057.141109,-10139.253757,1409.610524,7.105434,8.516632,9.042753
853.00000,6468.902070,-9610.188402,1951.039688,6.615271,9.112572,8.999336
854.00000,6850.439983,-9046.516755,2488.855276,6.098398,9.669814,8.922279
855.00000,7200.224497,-8450.624680,3021.039330,5.557252,10.186270,8.811643
856.00000,7516.875327,-7825.016878,3545.583048,4.994370,10.660036,8.667625
857.00000,7799.166363,-7172.307814,4060.491829,4.412379,11.089393,8.490549
858.00000,8046.032265,-6495.208099,4563.796073,3.813981,11.472816,8.280876
859.00000,8256.570987,-5796.515239,5053.556115,3.201943,11.808979,8.039193
860.00000,8430.048968,-5079.098680,5527.872949,2.579083,12.096761,7.766218
861.00000,8565.901990,-4345.890631,5984.893006,1.948256,12.335245,7.462795
862.00000,8663.738784,-3599.870168,6422.818407,1.312340,12.523729,7.129892
863.00000,8723.340404,-2844.054053,6839.911774,0.674226,12.661718,6.768596
864.00000,8744.661997,-2081.480480,7234.505619,0.036801,12.748933,6.380114
865.00000,8727.830857,-1315.199745,7605.007285,-0.597063,12.785306,5.965762
866.00000,8673.146261,-548.258237,7949.907214,-1.224526,12.770984,5.526969
867.00000,8581.076308,216.311209,8267.783979,-1.842789,12.706319,5.065262
868.00000,8452.255744,975.504240,8557.311266,-2.449106,12.591873,4.582269
869.00000,8287.481879,1726.355979,8817.263053,-3.040802,12.428412,4.079710
870.00000,8087.710252,2465.953403,9046.519072,-3.615280,12.216899,3.559388
871.00000,7854.049507,3191.447133,9244.069748,-4.170035,11.958490,3.023188
872.00000,7587.755566,3900.062846,9409.020736,-4.702664,11.654530,2.473066
873.00000,7290.225158,4589.112325,9540.597028,-5.210878,11.306545,1.911042
874.00000,6962.988715,5256.004059,9638.146620,-5.692512,10.916231,1.339194
875.00000,6607.702691,5898.253381,9701.143714,-6.145531,10.485451,0.759649
876.00000,6226.141329,6513.492075,9729.191440,-6.568045,10.016224,0.174577
877.00000,5820.187921,7099.477444,9722.024095,-6.958312,9.510714,-0.413820
878.00000,5391.825600,7654.100322,9679.509017,-7.314745,8.971221,-1.003317
879.00000,4943.127737,8175.394859,9601.647218,-7.635926,8.400172,-1.591670
880.00000,4476.247912,8661.542445,9488.575083,-7.920602,7.800109,-2.176631
881.00000,3993.409566,9110.881798,9340.563329,-8.167695,7.173676,-2.755952
882.00000,3496.895514,9521.911506,9158.017947,-8.376308,6.523609,-3.327395
883.00000,2989.036897,9893.298470,8941.477755,-8.545725,5.852725,-3.888746
884.00000,2472.202496,10223.878942,8691.614702,-8.675414,5.163907,-4.437813
885.00000,1948.787184,10512.665555,8409.229883,-8.765030,4.460092,-4.972449
886.00000,1421.201218,10758.846912,8095.253187,-8.814414,3.744261,-5.490549
887.00000,891.858425,10961.792922,7750.737869,-8.823596,3.019422,-5.990065
888.00000,363.165685,11121.053092,7376.859473,-8.792790,2.288601,-6.469013
889.00000,-162.488952,11236.359994,6974.909114,-8.722396,1.554824,-6.925482
890.00000,-682.746423,11307.626401,6546.291568,-8.612995,0.821112,-7.357641
891.00000,-1195.288311,11334.946729,6092.517491,-8.465345,0.090459,-7.763747
892.00000,-1697.846540,11318.593165,5615.200558,-8.280380,-0.634173,-8.142154
893.00000,-2188.214529,11259.015023,5116.048886,-8.059201,-1.349873,-8.491318
894.00000,-2664.256391,11156.834066,4596.860833,-7.803072,-2.053787,-8.809808
895.00000,-3123.916815,11012.841207,4059.517329,-7.513415,-2.743134,-9.096306
896.00000,-3565.230662,10827.992200,3505.973602,-7.191799,-3.415217,-9.349618
897.00000,-3986.330856,10603.401411,2938.253807,-6.839935,-4.067433,-9.568676
898.00000,-4385.457128,10340.336415,2358.441817,-6.459666,-4.697285,-9.752547
899.00000,-4760.963545,10040.211207,1768.673506,-6.052959,-5.302392,-9.900431
900.00000,-5111.325613,9704.578967,1171.128439,-5.621891,-5.880496,-10.011672
901.00000,-5435.146739,9335.124265,568.021365,-5.168647,-6.429477,-10.085754
902.00000,-5731.164125,8933.654752,-38.406456,-4.695499,-6.947354,-10.122309
903.00000,-5998.254074,8502.092318,-645.896379,-4.204803,-7.432298,-10.121116
904.00000,-6235.435895,8042.463988,-1252.179941,-3.698984,-7.882638,-10.082102
905.00000,-6441.876850,7556.892028,-1854.990201,-3.180524,-8.296866,-10.005343
906.00000,-6616.893796,7047.584422,-2452.067687,-2.651950,-8.673641,-9.891066
907.00000,-6759.957156,6516.823876,-3041.172672,-2.115822,-9.011799,-9.739643
908.00000,-6870.690696,5966.958326,-3620.090309,-1.574722,-9.310349,-9.551595
909.00000,-6948.874414,5400.388826,-4186.643409,-1.031240,-9.568486,-9.327588
910.00000,-6994.442483,4819.560428,-4738.696821,-0.487959,-9.785580,-9.068428
911.00000,-7007.484859,4226.949111,-5274.170182,0.052551,-9.961190,-8.775063
912.00000,-6988.243623,3625.053187,-5791.041858,0.587752,-10.095057,-8.448574
913.00000,-6937.113105,3016.379641,-6287.361050,1.115145,-10.187104,-8.090172
914.00000,-6854.634918,2403.436019,-6761.251615,1.632285,-10.237437,-7.701196
915.00000,-6741.496406,1788.716700,-7210.922984,2.136793,-10.246340,-7.283103
916.00000,-6598.524611,1174.695120,-7634.674098,2.626365,-10.214275,-6.837466
917.00000,-6426.682994,563.810560,-8030.902731,3.098782,-10.141873,-6.365966
918.00000,-6227.064555,-41.539508,-8398.109616,3.551925,-10.029936,-5.870386
919.00000,-6000.886747,-639.011336,-8734.905903,3.983780,-9.879426,-5.352600
920.00000,-5749.484219,-1226.323319,-9040.017737,4.392451,-9.691460,-4.814572
921.00000,-5474.301746,-1801.265411,-9312.291442,4.776165,-9.467307,-4.258343
922.00000,-5176.886491,-2361.707836,-9550.698014,5.133282,-9.208373,-3.686026
923.00000,-4858.879833,-2905.609331,-9754.337116,5.462304,-8.916200,-3.099796
924.00000,-4522.008767,-3431.024896,-9922.440565,5.761876,-8.592455,-2.501882
925.00000,-4168.076940,-3936.113001,-10054.375303,6.030798,-8.238920,-1.894557
926.00000,-3798.955369,-4419.142265,-10149.645834,6.268026,-7.857482,-1.280132
927.00000,-3416.572800,-4878.497089,-10207.896101,6.472679,-7.450127,-0.660943
928.00000,-3022.906233,-5312.684883,-10228.910970,6.644038,-7.018924,-0.039346
929.00000,-2619.970416,-5720.337898,-10212.616828,6.781554,-6.566021,0.582295
930.00000,-2209.808318,-6100.220927,-10159.081963,6.884845,-6.093630,1.201617
931.00000,-1794.480466,-6451.231368,-10068.516336,6.953701,-5.604016,1.816264
932.00000,-1376.055182,-6772.405898,-9941.270464,6.988081,-5.099490,2.423902
933.00000,-956.598040,-7062.918812,-9777.834511,6.988110,-4.582395,3.022222
934.00000,-538.162054,-7322.087786,-9578.835643,6.954087,-4.055095,3.608955
935.00000,-122.777506,-7549.370633,-9345.036499,6.886469,-3.519966,4.181873
936.00000,287.557763,-7744.369915,-9077.331012,6.785879,-2.979383,4.738806
937.00000,690.887938,-7906.828373,-8776.742308,6.653097,-2.435712,5.277645
938.00000,1085.308675,-8036.632207,-8444.417056,6.489056,-1.891297,5.796354
939.00000,1468.975896,-8133.805410,-8081.622788,6.294835,-1.348452,6.292973
940.00000,1840.114790,-8198.511563,-7689.740922,6.071656,-0.809450,6.765632
941.00000,2197.027681,-8231.047344,-7270.263457,5.820876,-0.276513,7.212553
942.00000,2538.102381,-8231.842703,-6824.784875,5.543977,0.248197,7.632062
943.00000,2861.819028,-8201.453804,-6354.998139,5.242562,0.762587,8.022589
944.00000,3166.757589,-8140.561505,-5862.685744,4.918344,1.264640,8.382682
945.00000,3451.603698,-8049.964178,-5349.714648,4.573139,1.752425,8.711007
946.00000,3715.154645,-7930.573347,-4818.028144,4.208852,2.224105,9.006357
947.00000,3956.325026,-7783.408680,-4269.637071,3.827473,2.677943,9.267653
948.00000,4174.150683,-7609.590079,-3706.613920,3.431064,3.112307,9.493954
949.00000,4367.793166,-7410.332236,-3131.083287,3.021747,3.525680,9.684453
950.00000,4536.543001,-7186.937397,-2545.213795,2.601696,3.916662,9.838489
951.00000,4679.822385,-6940.788098,-1951.209525,2.173123,4.283977,9.955542
952.00000,4797.187273,-6673.339638,-1351.301297,1.738271,4.626475,10.035240
953.00000,4888.328727,-6386.112296,-747.737849,1.299400,4.943141,10.077358
954.00000,4953.073840,-6080.683452,-142.776475,0.858773,5.233091,10.081820
955.00000,4991.384934,-5758.679006,461.323929,0.418651,5.495578,10.048697
956.00000,5003.360397,-5421.765861,1062.315284,-0.018721,5.729996,9.978209
957.00000,4989.200611,-5071.610641,1657.968063,-0.451106,5.935870,9.870740
958.00000,4949.332864,-4710.000843,2246.072616,-0.876369,6.112886,9.726765
959.00000,4884.217704,-4338.642026,2824.460424,-1.292360,6.260849,9.546956
960.00000,4794.473969,-3959.279467,3391.004603,-1.697012,6.379708,9.332106
961.00000,4680.842543,-3573.657235,3943.629939,-2.088324,6.469551,9.083144
962.00000,4544.181883,-3183.510020,4480.320919,-2.464377,6.530603,8.801132
963.00000,4385.462934,-2790.555123,4999.129482,-2.823340,6.563218,8.487256
964.00000,4205.763524,-2396.484635,5498.182478,-3.163482,6.567881,8.142826
965.00000,4006.262069,-2002.957987,5975.688516,-3.483176,6.545200,7.769267
966.00000,3788.231674,-1611.593954,6429.946055,-3.780911,6.495905,7.368112
967.00000,3553.031566,-1223.965093,6859.346934,-4.055297,6.420837,6.940997
968.00000,3302.101419,-841.589174,7262.385783,-4.305072,6.320949,6.489656
969.00000,3036.951873,-465.924681,7637.662513,-4.529110,6.197293,6.015906
970.00000,2759.157483,-98.363484,7983.889462,-4.726423,6.051018,5.521648
971.00000,2470.347591,259.773876,8299.894852,-4.896167,5.883359,5.008853
972.00000,2172.197720,607.243414,8584.627116,-5.037648,5.695632,4.479555
973.00000,1866.420610,942.882255,8837.158445,-5.150322,5.489225,3.935844
974.00000,1554.757076,1265.612695,9056.687800,-5.233797,5.265588,3.379853
975.00000,1238.966759,1574.445751,9242.543414,-5.287837,5.026227,2.813756
976.00000,920.818662,1868.483735,9394.184515,-5.312362,4.772694,2.239754
977.00000,602.082506,2146.924588,9511.203677,-5.307446,4.506578,1.660063
978.00000,284.518242,2409.060654,9593.326112,-5.273319,4.229495,1.076916
979.00000,-30.131898,2654.283648,9640.411639,-5.210362,3.943082,0.492542
980.00000,-340.153648,2882.081948,9652.453107,-5.119108,3.648983,-0.090835
981.00000,-643.868493,3092.044764,9629.576906,-5.000235,3.348845,-0.671009
982.00000,-939.643486,3283.857737,9572.040623,-4.854564,3.044308,-1.245797
983.00000,-1225.898589,3457.306709,9480.232222,-4.683056,2.736992,-1.813051
984.00000,-1501.115828,3612.271713,9354.667065,-4.486802,2.428496,-2.370665
985.00000,-1763.846097,3748.730217,9195.985673,-4.267022,2.120383,-2.916581
986.00000,-2012.717420,3866.749756,9004.950266,-4.025052,1.814176,-3.448799
987.00000,-2246.441128,3966.490501,8782.441083,-3.762343,1.511350,-3.965384
988.00000,-2463.819014,4048.196843,8529.452565,-3.480449,1.213325,-4.464472
989.00000,-2663.748796,4112.199160,8247.088274,-3.181020,0.921457,-4.944281
990.00000,-2845.229997,4158.904662,7936.556795,-2.865793,0.637036,-5.403108
991.00000,-3007.368598,4188.798245,7599.165363,-2.536582,0.361275,-5.839348
992.00000,-3149.381537,4202.432937,7236.315510,-2.195267,0.095312,-6.251489
993.00000,-3270.600434,4200.429729,6849.495582,-1.843789,-0.159804,-6.638123
994.00000,-3370.474659,4183.467961,6440.276108,-1.484132,-0.403107,-6.997948
995.00000,-3448.574034,4152.284073,6010.301440,-1.118321,-0.633727,-7.329776
996.00000,-3504.590434,4107.662209,5561.284791,-0.748403,-0.850885,-7.632530
997.00000,-3538.339381,4050.431884,5094.999287,-0.376443,-1.053902,-7.905259
998.00000,-3549.760289,3981.459349,4613.272357,-0.004509,-1.242195,-8.147130
999.00000,-3538.916514,3901.642806,4117.977668,0.365337,-1.415285,-8.357434
1000.00000,-3505.994926,3811.907254,3611.026645,0.731052,-1.572791,-8.535594
1001.00000,-3451.304097,3713.196471,3094.362473,1.090617,-1.714435,-8.681156
1002.00000,-3375.272610,3606.468236,2569.951231,1.442055,-1.840041,-8.793801
1003.00000,-3278.446387,3492.687954,2039.774356,1.783437,-1.949530,-8.873336
1004.00000,-3161.485607,3372.822869,1505.820505,2.112890,-2.042925,-8.919701
1005.00000,-3025.160460,3247.835387,970.078951,2.428613,-2.120345,-8.932965
1006.00000,-2870.347705,3118.678855,434.529313,2.728880,-2.182004,-8.913327
1007.00000,-2698.024474,2986.289951,-98.862673,3.012051,-2.228207,-8.861109
1008.00000,-2509.263981,2851.584942,-628.155720,3.276580,-2.259346,-8.776764
1009.00000,-2305.229013,2715.453645,-1151.438932,3.521025,-2.275899,-8.660861
1010.00000,-2087.165684,2578.754631,-1666.839309,3.744050,-2.278425,-8.514094
1011.00000,-1856.396553,2442.310510,-2172.528759,3.944437,-2.267559,-8.337269
1012.00000,-1614.313476,2306.903550,-2666.730917,4.121089,-2.244005,-8.131306
1013.00000,-1362.370033,2173.271579,-3147.727738,4.273040,-2.208538,-7.897232
1014.00000,-1102.073661,2042.104217,-3613.865835,4.399457,-2.161992,-7.636177
1015.00000,-834.977593,1914.039427,-4063.562492,4.499644,-2.105257,-7.349366
1016.00000,-562.672305,1789.660450,-4495.311071,4.573051,-2.039269,-7.038119
1017.00000,-286.777634,1669.492873,-4907.687630,4.619269,-1.965012,-6.703836
1018.00000,-8.932729,1554.002689,-5299.353075,4.638036,-1.883499,-6.348000
1019.00000,269.211352,1443.593879,-5669.060607,4.629240,-1.795777,-5.972160
1020.00000,546.001355,1338.607142,-6015.658067,4.592915,-1.702912,-5.577933
