"Time (EpMin)","x (km)","y (km)","z (km)","x (km/sec)","y (km/sec)","z (km/sec)"
331.00000,13561.359766,-10132.053995,26163.786950,-4.075320,6.469019,2.783405
332.00000,13307.973347,-9755.450199,26323.651207,-4.365518,6.081537,2.543816
333.00000,13038.134853,-9402.594704,26468.870213,-4.623502,5.677742,2.295411
334.00000,12753.813819,-9074.406563,26598.947578,-4.848072,5.259642,2.039283
335.00000,12457.047194,-8771.681751,26713.453720,-5.038192,4.829317,1.776562
336.00000,12149.928805,-8495.090189,26812.027711,-5.192993,4.388901,1.508410
337.00000,11834.599693,-8245.172019,26894.379150,-5.311774,3.940578,1.236013
338.00000,11513.237678,-8022.335165,26960.289513,-5.394010,3.486570,0.960580
339.00000,11188.046795,-7826.853440,27009.613197,-5.439354,3.029125,0.683332
340.00000,10861.246681,-7658.865237,27042.278212,-5.447633,2.570506,0.405500
341.00000,10535.061686,-7518.373100,27058.286488,-5.418858,2.112981,0.128317
342.00000,10211.710648,-7405.243116,27057.713972,-5.353215,1.658814,-0.146986
343.00000,9893.395429,-7319.206519,27040.710084,-5.251071,1.210249,-0.419188
344.00000,9582.290733,-7259.860454,27007.497102,-5.112968,0.769506,-0.687085
345.00000,9280.533535,-7226.670061,26958.369055,-4.939622,0.338762,-0.949491
346.00000,8990.212686,-7218.971154,26893.690301,-4.731920,-0.079851,-1.205247
347.00000,8713.358875,-7235.973417,26813.893763,-4.490913,-0.484262,-1.453228
348.00000,8451.934772,-7276.764291,26719.478839,-4.217815,-0.872469,-1.692345
349.00000,8207.825575,-7340.313383,26611.008992,-3.913995,-1.242549,-1.921552
350.00000,7982.829856,-7425.477519,26489.109025,-3.580970,-1.592666,-2.139851
351.00000,7778.650918,-7531.006233,26354.462071,-3.220398,-1.921082,-2.346296
352.00000,7596.888494,-7655.547910,26207.806296,-2.834070,-2.226164,-2.540000
353.00000,7439.031060,-7797.656284,26049.931339,-2.423903,-2.506391,-2.720135
354.00000,7306.448610,-7955.797472,25881.674506,-1.991928,-2.760366,-2.885940
355.00000,7200.386030,-8128.357406,25703.916728,-1.540282,-2.986815,-3.036723
356.00000,7121.957066,-8313.649657,25517.578321,-1.071197,-3.184599,-3.171864
357.00000,7072.138910,-8509.923619,25323.614546,-0.586991,-3.352719,-3.290819
358.00000,7051.767510,-8715.372934,25123.011007,-0.090054,-3.490318,-3.393120
359.00000,7061.533448,-8928.144317,24916.778899,0.417163,-3.596688,-3.478382
360.00000,7101.978748,-9146.346287,24705.950145,0.932157,-3.671271,-3.546301
361.00000,7173.493730,-9368.059067,24491.572396,1.452388,-3.713664,-3.596656
362.00000,7276.315841,-9591.342790,24274.704024,1.975290,-3.723618,-3.629310
363.00000,7410.528061,-9814.247487,24056.408998,2.498283,-3.701044,-3.644214
364.00000,7576.058212,-10034.822936,23837.751757,3.018788,-3.646008,-3.641402
365.00000,7772.679898,-10251.127158,23619.792096,3.534236,-3.558734,-3.620994
366.00000,8000.013235,-10461.236308,23403.580054,4.042081,-3.439603,-3.583195
367.00000,8257.526313,-10663.254517,23190.150857,4.539815,-3.289147,-3.528293
368.00000,8544.538418,-10855.322004,22980.519935,5.024976,-3.108054,-3.456660
369.00000,8860.222954,-11035.624567,22775.678023,5.495165,-2.897157,-3.368747
370.00000,9203.610947,-11202.403104,22576.586416,5.948051,-2.657435,-3.265083
371.00000,9573.596620,-11353.960624,22384.172301,6.381389,-2.390007,-3.146275
372.00000,9968.941751,-11488.671977,22199.324340,6.793026,-2.096125,-3.013002
373.00000,10388.282398,-11604.990444,22022.888337,7.180912,-1.777170,-2.866010
374.00000,10830.134692,-11701.456466,21855.663236,7.543114,-1.434643,-2.706116
375.00000,11292.902700,-11776.703483,21698.397195,7.877818,-1.070163,-2.534194
376.00000,11774.885346,-11829.465795,21551.784074,8.183347,-0.685452,-2.351180
377.00000,12274.285304,-11858.583482,21416.460003,8.458160,-0.282332,-2.158061
378.00000,12789.216899,-11863.009270,21293.000424,8.700864,0.137285,-1.955873
379.00000,13317.715782,-11841.812565,21181.917229,8.910222,0.571410,-1.745696
380.00000,13857.748156,-11794.184322,21083.656330,9.085155,1.017979,-1.528648
381.00000,14407.220092,-11719.441819,20998.595602,9.224752,1.474869,-1.305881
382.00000,14963.988371,-11617.030571,20927.042919,9.328268,1.939907,-1.078574
383.00000,15525.870365,-11486.527799,20869.234752,9.395135,2.410879,-0.847926
384.00000,16090.654231,-11327.645055,20825.335111,9.424959,2.885542,-0.615154
385.00000,16656.110156,-11140.228527,20795.434612,9.417523,3.361635,-0.381485
386.00000,17220.000678,-10924.260524,20779.550145,9.372793,3.836888,-0.148151
387.00000,17780.091605,-10679.859328,20777.624750,9.290910,4.309035,0.083622
388.00000,18334.162373,-10407.279376,20789.528009,9.172195,4.775824,0.312609
389.00000,18880.017298,-10106.908976,20815.056514,9.017147,5.235027,0.537605
390.00000,19415.495742,-9779.269200,20853.934966,8.826437,5.684453,0.757420
391.00000,19938.482577,-9425.011294,20905.817485,8.600911,6.121957,0.970891
392.00000,20446.918350,-9044.913578,20970.289279,8.341579,6.545450,1.176885
393.00000,20938.809190,-8639.877689,21046.868654,8.049615,6.952910,1.374305
394.00000,21412.236360,-8210.924401,21135.009345,7.726349,7.342391,1.562097
395.00000,21865.365496,-7759.188662,21234.103154,7.373263,7.712033,1.739251
396.00000,22296.455409,-7285.914215,21343.482889,6.991979,8.060072,1.904812
397.00000,22703.866442,-6792.447671,21462.425590,6.584259,8.384844,2.057876
398.00000,23086.068349,-6280.232067,21590.156023,6.151987,8.684799,2.197605
399.00000,23441.647639,-5750.799939,21725.850421,5.697168,8.958506,2.323221
400.00000,23769.314356,-5205.766069,21868.640464,5.221914,9.204656,2.434016
401.00000,24067.908275,-4646.819661,22017.617475,4.728436,9.422076,2.529353
402.00000,24336.404462,-4075.716341,22171.836806,4.219032,9.609728,2.608672
403.00000,24573.918109,-3494.269872,22330.322454,3.696076,9.766717,2.671486
404.00000,24779.709095,-2904.342788,22492.071572,3.162006,9.892296,2.717392
405.00000,24953.185044,-2307.838544,22656.059609,2.619315,9.985867,2.746066
406.00000,25093.904394,-1706.691885,22821.245117,2.070536,10.046985,2.757268
407.00000,25201.578754,-1102.858951,22986.574613,1.518232,10.075363,2.750843
408.00000,25276.073774,-498.309130,23150.987992,0.964981,10.070867,2.726720
409.00000,25317.410012,104.984976,23313.423497,0.413367,10.033525,2.684914
410.00000,25325.763102,705.057717,23472.822629,-0.134036,9.963518,2.625525
411.00000,25301.462257,1299.958213,23628.135729,-0.674674,9.861185,2.548740
412.00000,25244.989310,1887.761386,23778.326551,-1.206024,9.727022,2.454828
413.00000,25156.975805,2466.575633,23922.377729,-1.725612,9.561674,2.344140
414.00000,25038.200485,3034.553396,24059.295233,-2.231018,9.365937,2.217110
415.00000,24889.584960,3589.898489,24188.113654,-2.719891,9.140753,2.074251
416.00000,24712.189821,4130.876246,24307.900365,-3.189961,8.887205,1.916151
417.00000,24507.208934,4655.820192,24417.760561,-3.639047,8.606510,1.743473
418.00000,24275.964255,5163.141739,24516.841033,-4.065072,8.300016,1.556949
419.00000,24019.898859,5651.336034,24604.334867,-4.466069,7.969194,1.357380
420.00000,23740.570560,6118.990857,24679.484761,-4.840192,7.615633,1.145629
421.00000,23439.643798,6564.791742,24741.587291,-5.185723,7.241028,0.922617
422.00000,23118.882199,6987.529842,24789.995706,-5.501086,6.847177,0.689322
423.00000,22780.139476,7386.106119,24824.123688,-5.784846,6.435967,0.446771
424.00000,22425.351060,7759.538169,24843.447553,-6.035724,6.009370,0.196033
425.00000,22056.524199,8106.963307,24847.509449,-6.252598,5.569431,-0.061779
426.00000,21675.728823,8427.644294,24835.918918,-6.434511,5.118258,-0.325519
427.00000,21285.087028,8720.971194,24808.355463,-6.580673,4.658011,-0.594014
428.00000,20886.763349,8986.465882,24764.569447,-6.690468,4.190895,-0.866066
429.00000,20482.953837,9223.782684,24704.383979,-6.763455,3.719146,-1.140460
430.00000,20075.875922,9432.711612,24627.695130,-6.799371,3.245022,-1.415968
431.00000,19667.757281,9613.177745,24534.473104,-6.798130,2.770790,-1.691358
432.00000,19260.825524,9765.243007,24424.761766,-6.759827,2.298719,-1.965399
433.00000,18857.297033,9889.104451,24298.679080,-6.684735,1.831065,-2.236863
434.00000,18459.366670,9985.094573,24156.415950,-6.573305,1.370062,-2.504537
435.00000,18069.196865,10053.678504,23998.235849,-6.426162,0.917912,-2.767224
436.00000,17688.907312,10095.452203,23824.473377,-6.244105,0.476774,-3.023752
437.00000,17320.564924,10111.140169,23635.532349,-6.028099,0.048751,-3.272977
438.00000,16966.173533,10101.590676,23431.884469,-5.779276,-0.364117,-3.513790
439.00000,16627.664447,10067.772450,23214.066686,-5.498922,-0.759863,-3.745124
440.00000,16306.887048,10010.769529,22982.678830,-5.188478,-1.136605,-3.965954
441.00000,16005.600035,9931.776826,22738.380360,-4.849530,-1.492552,-4.175309
442.00000,15725.462678,9832.093125,22481.887791,-4.483801,-1.826014,-4.372269
443.00000,15468.027000,9713.115542,22213.970886,-4.093143,-2.135411,-4.555975
444.00000,15234.730240,9576.332579,21935.449068,-3.679527,-2.419279,-4.725633
445.00000,15026.887929,9423.316875,21647.187501,-3.245037,-2.676279,-4.880513
446.00000,14845.687531,9255.717609,21350.092950,-2.791857,-2.905200,-5.019958
447.00000,14692.182729,9075.252467,21045.109439,-2.322260,-3.104969,-5.143384
448.00000,14567.288323,8883.699374,20733.213731,-1.838600,-3.274654,-5.250284
449.00000,14471.775825,8682.887853,20415.410655,-1.343296,-3.413468,-5.340231
450.00000,14406.269740,8474.690136,20092.728289,-0.838827,-3.520774,-5.412877
451.00000,14371.244561,8261.012374,19766.212917,-0.327714,-3.596087,-5.467959
452.00000,14367.022362,8043.784489,19436.924505,0.187489,-3.639078,-5.505296
453.00000,14393.771469,7824.952320,19105.930786,0.704210,-3.649572,-5.524794
454.00000,14451.505375,7606.466624,18774.303066,1.219868,-3.627555,-5.526443
455.00000,14540.082911,7390.275180,18443.110185,1.731886,-3.573167,-5.510320
456.00000,14659.208679,7178.311679,18113.414381,2.237706,-3.486708,-5.476586
457.00000,14808.434739,6972.488189,17786.265106,2.734800,-3.368629,-5.425486
458.00000,14987.162451,6774.683942,17462.695216,3.220680,-3.219538,-5.357348
459.00000,15194.645674,6586.738348,17143.714696,3.692913,-3.040191,-5.272582
460.00000,15429.994054,6410.439956,16830.307162,4.149133,-2.831491,-5.171679
461.00000,15692.177519,6247.519432,16523.424138,4.587048,-2.594483,-5.055206
462.00000,15980.031141,6099.640409,16223.980977,5.004457,-2.330351,-4.923802
463.00000,16292.260765,5968.391565,15932.852381,5.399255,-2.040407,-4.778182
464.00000,16627.449218,5855.278966,15650.868230,5.769447,-1.726091,-4.619126
465.00000,16984.063167,5761.718689,15378.809609,6.113157,-1.388961,-4.447478
466.00000,17360.460443,5689.030062,15117.405083,6.428635,-1.030683,-4.264145
467.00000,17754.897999,5638.429165,14867.327219,6.714269,-0.653029,-4.070085
468.00000,18165.540284,5611.022946,14629.189380,6.968588,-0.257863,-3.866312
469.00000,18590.468056,5607.803905,14403.542800,7.190274,0.152864,-3.653884
470.00000,19027.687665,5629.645166,14190.873968,7.378165,0.577127,-3.433900
471.00000,19475.140607,5677.296174,13991.602415,7.531261,1.012834,-3.207494
472.00000,19930.713490,5751.379694,13806.078218,7.648731,1.457838,-2.975833
473.00000,20392.248127,5852.387256,13634.581461,7.729916,1.909944,-2.740107
474.00000,20857.552031,5980.678733,13477.319446,7.774330,2.366926,-2.501525
475.00000,21324.408889,6136.478556,13334.427213,7.781665,2.826530,-2.261310
476.00000,21790.589282,6319.876455,13205.965552,7.751792,3.286490,-2.020691
477.00000,22253.861389,6530.825292,13091.921999,7.684759,3.744537,-1.780900
478.00000,22712.001771,6769.142577,12992.209907,7.580797,4.198413,-1.543163
479.00000,23162.806058,7034.510754,12906.669317,7.440311,4.645875,-1.308697
480.00000,23604.099548,7326.478153,12835.068224,7.263884,5.084714,-1.078701
481.00000,24033.747720,7644.462188,12777.102826,7.052272,5.512759,-0.854353
482.00000,24449.666488,7987.751411,12732.399625,6.806401,5.927893,-0.636802
483.00000,24849.832252,8355.509050,12700.517112,6.527359,6.328057,-0.427166
484.00000,25232.291620,8746.777040,12680.947928,6.216397,6.711266,-0.226522
485.00000,25595.170858,9160.480530,12673.121349,5.874919,7.075615,-0.035904
486.00000,25936.684882,9595.433065,12676.406064,5.504476,7.419290,0.143703
487.00000,26255.145879,10050.342219,12690.113259,5.106758,7.740575,0.311369
488.00000,26548.971421,10523.815810,12713.499969,4.683587,8.037860,0.466219
489.00000,26816.692094,11014.368544,12745.772693,4.236907,8.309652,0.607443
490.00000,27056.958603,11520.429091,12786.091256,3.768776,8.554579,0.734297
491.00000,27268.548218,12040.347694,12833.572891,3.281354,8.771398,0.846105
492.00000,27450.370738,12572.403805,12887.296693,2.776897,8.959000,0.942267
493.00000,27601.473662,13114.815079,12946.307439,2.257739,9.116418,1.022257
494.00000,27721.046862,13665.744737,13009.621332,1.726288,9.242826,1.085628
495.00000,27808.426438,14223.311535,13076.229626,1.185011,9.337550,1.132013
496.00000,27863.097954,14785.597761,13145.104578,0.636420,9.400067,1.161128
497.00000,27884.698847,15350.659496,13215.203364,0.083065,9.430007,1.172775
498.00000,27873.020336,15916.534704,13285.474286,-0.472483,9.427158,1.166837
499.00000,27828.008217,16481.253990,13354.860661,-1.027640,9.391466,1.143284
500.00000,27749.763348,17042.848658,13422.307238,-1.579826,9.323030,1.102173
501.00000,27638.540963,17599.361550,13486.763963,-2.126475,9.222112,1.043643
502.00000,27494.749666,18148.854995,13547.192494,-2.665046,9.089125,0.967922
503.00000,27318.949235,18689.421575,13602.569772,-3.193037,8.924639,0.875316
504.00000,27111.848185,19219.191767,13651.894506,-3.708000,8.729372,0.766219
505.00000,26874.300098,19736.344430,13694.190475,-4.207545,8.504192,0.641099
506.00000,26607.299820,20239.113968,13728.512873,-4.689360,8.250110,0.500507
507.00000,26311.978309,20725.800446,13753.951261,-5.151215,7.968275,0.345066
508.00000,25989.597621,21194.776021,13769.635663,-5.590979,7.659969,0.175473
509.00000,25641.544402,21644.494464,13774.739101,-6.006625,7.326600,-0.007508
510.00000,25269.323679,22073.496838,13768.483339,-6.396244,6.969698,-0.203046
511.00000,24874.551118,22480.420247,13750.140935,-6.758050,6.590905,-0.410249
512.00000,24458.945759,22864.002614,13719.040538,-7.090392,6.191967,-0.628169
513.00000,24024.321302,23223.090373,13674.568401,-7.391761,5.774726,-0.855807
514.00000,23572.577764,23556.642441,13616.173147,-7.660797,5.341113,-1.092112
515.00000,23105.691974,23863.736681,13543.366701,-7.896295,4.893137,-1.335996
516.00000,22625.708430,24143.572851,13455.728440,-8.097210,4.432874,-1.586330
517.00000,22134.729088,24395.477855,13352.905518,-8.262667,3.962461,-1.841954
518.00000,21634.903673,24618.907496,13234.616336,-8.391959,3.484080,-2.101684
519.00000,21128.418854,24813.450534,13100.650235,-8.484553,2.999954,-2.364312
520.00000,20617.488226,24978.829184,12950.870228,-8.540093,2.512331,-2.628617
521.00000,20104.341192,25114.901785,12785.212068,-8.558401,2.023477,-2.893371
522.00000,19591.212654,25221.662180,12603.686194,-8.539478,1.535660,-3.157340
523.00000,19080.331893,25299.240881,12406.376175,-8.483506,1.051147,-3.419296
524.00000,18573.912220,25347.903275,12193.439854,-8.390842,0.572184,-3.678017
525.00000,18074.139886,25368.049469,11965.107179,-8.262022,0.100993,-3.932297
526.00000,17583.164078,25360.211147,11721.680533,-8.097755,-0.360244,-4.180953
527.00000,17103.086093,25325.050082,11463.531999,-7.898919,-0.809393,-4.422824
528.00000,16635.949577,25263.354061,11191.102722,-7.666561,-1.244378,-4.656785
529.00000,16183.730641,25176.033321,10904.900398,-7.401888,-1.663192,-4.881746
530.00000,15748.328073,25064.116660,10605.496258,-7.106261,-2.063908,-5.096661
531.00000,15331.554636,24928.745542,10293.523518,-6.781191,-2.444684,-5.300529
532.00000,14935.128055,24771.169191,9969.673604,-6.428332,-2.803778,-5.492405
533.00000,14560.662952,24592.738207,9634.693220,-6.049469,-3.139551,-5.671399
534.00000,14209.662793,24394.898548,9289.380150,-5.646513,-3.450475,-5.836682
535.00000,13883.513035,24179.183825,8934.580433,-5.221491,-3.735147,-5.987492
536.00000,13583.474223,23947.208356,8571.183681,-4.776535,-3.992286,-6.123134
537.00000,13310.676039,23700.659205,8200.119008,-4.313874,-4.220747,-6.242987
538.00000,13066.111779,23441.288113,7822.350598,-3.835821,-4.419523,-6.346503
539.00000,12850.633750,23170.902885,7438.873105,-3.344763,-4.587750,-6.433215
540.00000,12664.948992,22891.358824,7050.706913,-2.843151,-4.724713,-6.502733
541.00000,12509.616065,22604.549610,6658.893261,-2.333483,-4.829846,-6.554751
542.00000,12385.042162,22312.398388,6264.489090,-1.818298,-4.902738,-6.589047
543.00000,12291.481563,22016.847926,5868.562750,-1.300161,-4.943134,-6.605481
544.00000,12229.033860,21719.852081,5472.187606,-0.781651,-4.950935,-6.604002
545.00000,12197.644110,21423.365439,5076.438335,-0.265347,-4.926200,-6.584640
546.00000,12197.102499,21129.334782,4682.384387,0.246182,-4.869146,-6.547514
547.00000,12227.046007,20839.688746,4291.086418,0.750388,-4.780144,-6.492826
548.00000,12286.959542,20556.329469,3903.589500,1.244764,-4.659722,-6.420863
549.00000,12376.179126,20281.122375,3520.920048,1.726844,-4.508557,-6.331992
550.00000,12493.894285,20015.888322,3144.078829,2.194228,-4.327476,-6.226664
551.00000,12639.152902,19762.393586,2774.038290,2.644582,-4.117451,-6.105406
552.00000,12810.865088,19522.342270,2411.736323,3.075658,-3.879592,-5.968821
553.00000,13007.808775,19297.367649,2058.072534,3.485298,-3.615145,-5.817588
554.00000,13228.635571,19089.024353,1713.903804,3.871449,-3.325485,-5.652451
555.00000,13471.877278,18898.780852,1380.040215,4.232173,-3.012107,-5.474223
556.00000,13735.953005,18728.012346,1057.241192,4.565653,-2.676622,-5.283781
557.00000,14019.176747,18577.994153,746.211897,4.870203,-2.320748,-5.082056
558.00000,14319.765604,18449.895495,447.599871,5.144278,-1.946301,-4.870036
559.00000,14635.848300,18344.773903,161.991973,5.386479,-1.555187,-4.648755
560.00000,14965.474322,18263.570024,-110.088407,5.595563,-1.149392,-4.419293
561.00000,15306.623254,18207.103128,-368.183820,5.770445,-0.730976,-4.182768
562.00000,15657.214581,18176.067108,-611.904912,5.910205,-0.302057,-3.940332
563.00000,16015.117755,18171.027079,-840.932111,6.014094,0.135195,-3.693162
564.00000,16378.162204,18192.416906,-1055.017838,6.081535,0.578568,-3.442461
565.00000,16744.148494,18240.536448,-1253.986090,6.112127,1.025823,-3.189444
566.00000,17110.857963,18315.550989,-1437.735293,6.105648,1.474699,-2.935340
567.00000,17476.064536,18417.489459,-1606.236701,6.062055,1.922928,-2.681381
568.00000,17837.544329,18546.245218,-1759.536349,5.981482,2.368245,-2.428796
569.00000,18193.087499,18701.575661,-1897.753112,5.864243,2.808400,-2.178810
570.00000,18540.507974,18883.104098,-2021.079427,5.710831,3.241163,-1.932632
571.00000,18877.654456,19090.321199,-2129.779763,5.521911,3.664345,-1.691452
572.00000,19202.421064,19322.587240,-2224.188748,5.298319,4.075799,-1.456437
573.00000,19512.756874,19579.135631,-2304.710621,5.041062,4.473435,-1.228721
574.00000,19806.676274,19859.076255,-2371.816490,4.751306,4.855229,-1.009404
575.00000,20082.268428,20161.399832,-2426.042209,4.430376,5.219235,-0.799544
576.00000,20337.706449,20484.982793,-2467.985747,4.079746,5.563590,-0.600152
577.00000,20571.256356,20828.592591,-2498.304257,3.701036,5.886527,-0.412190
578.00000,20781.285342,21190.893690,-2517.710869,3.295999,6.186380,-0.236562
579.00000,20966.269720,21570.453946,-2526.971205,2.866518,6.461595,-0.074112
580.00000,21124.802235,21965.751518,-2526.899643,2.414591,6.710738,0.074379
581.00000,21255.598966,22375.182129,-2518.355352,1.942326,6.932497,0.208200
582.00000,21357.505420,22797.066837,-2502.238099,1.451932,7.125694,0.326709
583.00000,21429.502351,23229.659984,-2479.483696,0.945702,7.289288,0.429341
584.00000,21470.710176,23671.157865,-2451.060158,0.426007,7.422379,0.515606
585.00000,21480.393868,24119.707066,-2417.961920,-0.104716,7.524216,0.585096
586.00000,21457.966371,24573.413467,-2381.205506,-0.643977,7.594196,0.637482
587.00000,21402.990874,25030.351625,-2341.825248,-1.189244,7.631871,0.672521
588.00000,21315.183927,25488.573567,-2300.866831,-1.737956,7.636946,0.690051
589.00000,21194.415859,25946.118616,-2259.383707,-2.287534,7.609286,0.689999
590.00000,21040.712370,26401.022388,-2218.430601,-2.835396,7.548910,0.672373
591.00000,20854.253455,26851.326679,-2179.059755,-3.378966,7.455998,0.637271
592.00000,20635.373561,27295.088465,-2142.314385,-3.915690,7.330883,0.584873
593.00000,20384.559034,27730.389629,-2109.225087,-4.443045,7.174055,0.515444
594.00000,20102.446808,28155.345813,-2080.803308,-4.958552,6.986156,0.429331
595.00000,19789.820296,28568.115875,-2058.037979,-5.459791,6.767978,0.326964
596.00000,19447.606805,28966.910327,-2041.889126,-5.944409,6.520457,0.208850
597.00000,19076.871905,29350.000361,-2033.284802,-6.410131,6.244672,0.075574
598.00000,18678.815488,29715.725787,-2033.114947,-6.854774,5.941837,-0.072206
599.00000,18254.764948,30062.503335,-2042.228696,-7.276257,5.613296,-0.233760
600.00000,17806.169855,30388.833986,-2061.428588,-7.672607,5.260517,-0.408294
601.00000,17334.593902,30693.310490,-2091.468316,-8.041975,4.885085,-0.594947
602.00000,16841.708638,30974.623781,-2133.047387,-8.382640,4.488693,-0.792800
603.00000,16329.284157,31231.569636,-2186.809367,-8.693016,4.073135,-1.000882
604.00000,15799.181855,31463.054144,-2253.337082,-8.971667,3.640298,-1.218168
605.00000,15253.344323,31668.099240,-2333.151402,-9.217306,3.192151,-1.443590
606.00000,14693.787182,31845.847155,-2426.707071,-9.428806,2.730737,-1.676040
607.00000,14122.588239,31995.564788,-2534.392057,-9.605203,2.258163,-1.914374
608.00000,13541.878668,32116.647001,-2656.524084,-9.745701,1.776589,-2.157422
609.00000,12953.831670,32208.619726,-2793.350571,-9.849678,1.288220,-2.403987
610.00000,12360.653142,32271.142053,-2945.045922,-9.916685,0.795291,-2.652856
611.00000,11764.569941,32304.008074,-3111.712064,-9.946454,0.300060,-2.902804
612.00000,11167.820383,32307.147645,-3293.376537,-9.938892,-0.195202,-3.152600
613.00000,10572.642331,32280.626931,-3489.993635,-9.894088,-0.688228,-3.401014
614.00000,9981.263398,32224.647930,-3701.443460,-9.812307,-1.176759,-3.646819
615.00000,9395.889968,32139.547533,-3927.532878,-9.693994,-1.658557,-3.888804
616.00000,8818.695952,32025.795988,-4167.997080,-9.539768,-2.131420,-4.125771
617.00000,8251.813455,31883.994493,-4422.499559,-9.350422,-2.593185,-4.356549
618.00000,7697.321966,31714.872374,-4690.634354,-9.126914,-3.041745,-4.579994
619.00000,7157.237984,31519.283598,-4971.928418,-8.870370,-3.475057,-4.794998
620.00000,6633.506186,31298.202587,-5265.842850,-8.582072,-3.891150,-5.000493
621.00000,6127.989591,31052.719552,-5571.776113,-8.263456,-4.288136,-5.195453
622.00000,5642.460809,30784.035255,-5889.066574,-7.916101,-4.664220,-5.378907
623.00000,5178.593047,30493.455235,-6216.996231,-7.541725,-5.017707,-5.549934
624.00000,4737.952930,30182.383464,-6554.793245,-7.142177,-5.347011,-5.707675
625.00000,4321.992385,29852.315640,-6901.636199,-6.719424,-5.650663,-5.851333
626.00000,3932.041874,29504.831958,-7256.657869,-6.275547,-5.927317,-5.980178
627.00000,3569.303963,29141.589520,-7618.949348,-5.812725,-6.175756,-6.093551
628.00000,3234.847645,28764.314328,-7987.564384,-5.333229,-6.394902,-6.190868
629.00000,2929.603192,28374.792986,-8361.523893,-4.839412,-6.583813,-6.271619
630.00000,2654.357693,27974.864105,-8739.820628,-4.333690,-6.741698,-6.335375
631.00000,2409.751316,27566.409440,-9121.423989,-3.818541,-6.867912,-6.381787
632.00000,2196.274309,27151.344821,-9505.284940,-3.296485,-6.961964,-6.410589
633.00000,2014.264575,26731.610958,-9890.341021,-2.770075,-7.023516,-6.421601
634.00000,1863.906178,26309.164069,-10275.521418,-2.241885,-7.052388,-6.414725
635.00000,1745.228279,25885.966454,-10659.752266,-1.714496,-7.048558,-6.389949
636.00000,1658.105724,25463.977125,-11041.961031,-1.190485,-7.012159,-6.347349
637.00000,1602.258683,25045.142257,-11421.082750,-0.672413,-6.943483,-6.287084
638.00000,1577.254492,24631.385884,-11796.064556,-0.162810,-6.842976,-6.209396
639.00000,1582.510340,24224.600701,-12165.870159,0.335835,-6.711237,-6.114614
640.00000,1617.294958,23826.638790,-12529.486039,0.821084,-6.549018,-6.003146
641.00000,1680.733356,23439.302897,-12885.924972,1.290568,-6.357214,-5.875479
642.00000,1771.809999,23064.337566,-13234.231953,1.741992,-6.136865,-5.732179
643.00000,1889.374832,22703.420948,-13573.487540,2.173150,-5.889147,-5.573886
644.00000,2032.147685,22358.156503,-13902.813504,2.581932,-5.615369,-5.401313
645.00000,2198.725753,22030.065512,-14221.375713,2.966339,-5.316963,-5.215238
646.00000,2387.589034,21720.579530,-14528.389441,3.324489,-4.995481,-5.016505
647.00000,2597.109054,21431.033747,-14823.121753,3.654626,-4.652588,-4.806019
648.00000,2825.555412,21162.660291,-15104.896357,3.955131,-4.290048,-4.584740
649.00000,3071.105489,20916.582596,-15373.095457,4.224529,-3.909722,-4.353680
650.00000,3331.851928,20693.809695,-15627.164043,4.461494,-3.513557,-4.113896
651.00000,3605.813186,20495.231689,-15866.611179,4.664857,-3.103574,-3.866487
652.00000,3890.941802,20321.615146,-16091.013652,4.833611,-2.681862,-3.612590
653.00000,4185.135603,20173.599741,-16300.016680,4.966919,-2.250566,-3.353370
654.00000,4486.246608,20051.694863,-16493.336822,5.064112,-1.811876,-3.090018
655.00000,4792.092580,19956.277507,-16670.762115,5.124699,-1.368019,-2.823744
656.00000,5100.466514,19887.590128,-16832.154189,5.148362,-0.921246,-2.555771
657.00000,5409.148294,19845.739824,-16977.447821,5.134965,-0.473822,-2.287331
658.00000,5715.914605,19830.697540,-17106.652105,5.084549,-0.028014,-2.019657
659.00000,6018.549969,19842.298335,-17219.850027,4.997336,0.413917,-1.753977
660.00000,6314.857963,19880.242367,-17317.197524,4.873724,0.849731,-1.491509
661.00000,6602.670988,19944.096009,-17398.923631,4.714288,1.277217,-1.233455
662.00000,6879.861204,20033.294197,-17465.328717,4.519776,1.694203,-0.980995
663.00000,7144.350692,20147.143026,-17516.783293,4.291106,2.098570,-0.735281
664.00000,7394.121969,20284.823350,-17553.725635,4.029360,2.488259,-0.497434
665.00000,7627.226932,20445.394396,-17576.660468,3.735782,2.861281,-0.268534
666.00000,7841.796826,20627.798542,-17586.155944,3.411767,3.215729,-0.049618
667.00000,8036.051192,20830.866361,-17582.841003,3.058862,3.549786,0.158325
668.00000,8208.306394,21053.322281,-17567.402310,2.678748,3.861731,0.354361
669.00000,8356.983879,21293.790731,-17540.580911,2.273243,4.149952,0.537612
670.00000,8480.617730,21550.802797,-17503.168624,1.844284,4.412952,0.707263
671.00000,8577.861818,21822.803300,-17456.004193,1.393924,4.649354,0.862567
672.00000,8647.496296,22108.158316,-17399.969208,0.924320,4.857910,1.002843
673.00000,8688.433567,22405.163051,-17335.983826,0.437720,5.037507,1.127486
674.00000,8699.723490,22712.050083,-17265.002302,-0.063543,5.187172,1.235966
675.00000,8680.558036,23026.997883,-17188.008357,-0.577066,5.306074,1.327831
676.00000,8630.275259,23348.139606,-17106.010408,-1.100386,5.393534,1.402709
677.00000,8548.362447,23673.572111,-17020.036671,-1.630991,5.449022,1.460313
